Date,Open,High,Low,Close,Adj Close,Volume
2004-10-28,112.779999,113.559998,112.489998,113.220001,78.985977,54413300
2004-10-29,113.120003,113.639999,112.900002,113.199997,78.972046,48820200
2004-11-01,113.559998,113.839996,113.199997,113.510002,79.188293,36720900
2004-11-02,113.669998,114.570000,113.220001,113.550003,79.216209,56210000
2004-11-03,115.029999,115.360001,114.239998,114.980003,80.213844,76960200
2004-11-04,114.779999,116.669998,114.680000,116.550003,81.309082,55350300
2004-11-05,117.050003,117.639999,116.489998,117.279999,81.818405,63287200
2004-11-08,116.980003,117.230003,116.720001,117.110001,81.699783,33863800
2004-11-09,117.080002,117.500000,116.760002,116.879997,81.539314,44658100
2004-11-10,117.059998,117.550003,116.760002,116.970001,81.602112,45265400
2004-11-11,117.180000,118.120003,117.099998,117.860001,82.223022,37863200
2004-11-12,117.970001,119.000000,117.680000,118.790001,82.871826,55583700
2004-11-15,118.500000,118.769997,118.230003,118.730003,83.075439,35297900
2004-11-16,118.360001,118.410004,117.730003,117.879997,82.480667,40028700
2004-11-17,118.370003,119.139999,118.070000,118.580002,82.970474,54494000
2004-11-18,118.529999,118.800003,118.230003,118.739998,83.082420,31854300
2004-11-19,118.699997,118.720001,117.139999,117.419998,82.158798,54276500
2004-11-22,117.169998,118.120003,117.029999,117.980003,82.550652,37560200
2004-11-23,117.930000,118.260002,117.370003,118.160004,82.676605,41968800
2004-11-24,118.269997,118.589996,118.050003,118.440002,82.872482,29724800
2004-11-26,118.510002,118.980003,118.300003,118.349998,82.809525,15487700
2004-11-29,118.790001,119.010002,117.480003,117.809998,82.431686,61460800
2004-11-30,118.000000,118.239998,117.639999,117.889999,82.487663,53685200
2004-12-01,118.160004,119.500000,118.099998,119.230003,83.425270,49898300
2004-12-02,119.099998,119.870003,119.010002,119.330002,83.495255,60163500
2004-12-03,119.309998,120.139999,119.089996,119.250000,83.439255,49067900
2004-12-06,119.209999,119.639999,118.839996,119.209999,83.411278,33030500
2004-12-07,119.489998,119.620003,118.040001,118.099998,82.634613,52047200
2004-12-08,118.209999,118.820000,118.010002,118.790001,83.117401,43895100
2004-12-09,118.139999,119.459999,117.730003,119.209999,83.411278,60922800
2004-12-10,118.919998,119.559998,118.849998,119.330002,83.495255,47828600
2004-12-13,119.760002,120.400002,119.349998,120.370003,84.222916,38541000
2004-12-14,120.180000,120.959999,120.180000,120.790001,84.516815,41500700
2004-12-15,120.699997,121.110001,120.309998,120.879997,84.579788,46699200
2004-12-16,120.720001,121.239998,120.040001,120.809998,84.530792,51641800
2004-12-17,119.459999,119.970001,119.160004,119.440002,83.966965,70761900
2004-12-20,119.750000,120.290001,119.169998,119.470001,83.988091,47187400
2004-12-21,119.599998,120.480003,119.459999,120.389999,84.634834,33094200
2004-12-22,120.379997,121.080002,120.300003,120.680000,84.838715,31500700
2004-12-23,120.870003,121.279999,120.660004,120.769997,84.902000,25646100
2004-12-27,121.199997,121.360001,120.389999,120.519997,84.726250,29944100
2004-12-28,120.639999,121.330002,120.599998,121.180000,85.190254,23422900
2004-12-29,121.080002,121.400002,120.949997,121.360001,85.316765,22650600
2004-12-30,121.400002,121.570000,121.040001,121.129997,85.155045,21076900
2004-12-31,121.300003,121.660004,120.800003,120.870003,84.972282,28648800
2005-01-03,121.559998,121.760002,119.900002,120.300003,84.571571,55748000
2005-01-04,120.459999,120.540001,118.440002,118.830002,83.538132,69167600
2005-01-05,118.739998,119.250000,118.000000,118.010002,82.961693,65667300
2005-01-06,118.440002,119.150002,118.260002,118.610001,83.383492,47814700
2005-01-07,118.970001,119.230003,118.129997,118.440002,83.263985,55847700
2005-01-10,118.339996,119.459999,118.339996,119.000000,83.657684,56563300
2005-01-11,118.639999,118.739998,117.989998,118.180000,83.081192,63099700
2005-01-12,118.400002,118.839996,117.519997,118.570000,83.355354,72720500
2005-01-13,118.639999,118.730003,117.500000,117.620003,82.687485,55537500
2005-01-14,117.970001,118.529999,117.760002,118.239998,83.123375,42032500
2005-01-18,118.050003,119.620003,117.949997,119.470001,83.988091,57391700
2005-01-19,119.430000,119.519997,118.209999,118.220001,83.109299,54378900
2005-01-20,117.889999,118.199997,117.290001,117.500000,82.603172,72049300
2005-01-21,117.790001,118.000000,116.650002,116.779999,82.096977,63160400
2005-01-24,117.089996,117.339996,116.370003,116.550003,81.935326,58441900
2005-01-25,116.910004,117.470001,116.720001,116.879997,82.167290,68245000
2005-01-26,117.320000,117.599998,117.040001,117.230003,82.413353,57195100
2005-01-27,117.190002,117.750000,116.980003,117.430000,82.553917,55878800
2005-01-28,117.489998,117.550003,116.610001,117.430000,82.553917,60738900
2005-01-31,117.949997,118.250000,117.709999,118.160004,83.067146,52532700
2005-02-01,118.250000,119.080002,118.099998,118.910004,83.594398,49841200
2005-02-02,119.059998,119.589996,118.900002,119.269997,83.847481,52468900
2005-02-03,119.059998,119.160004,118.570000,118.959999,83.629555,48837100
2005-02-04,119.000000,120.430000,118.980003,120.230003,84.522369,50024600
2005-02-07,120.250000,120.519997,119.959999,120.070000,84.409889,45412000
2005-02-08,120.169998,120.650002,120.070000,120.209999,84.508293,39263500
2005-02-09,120.419998,120.489998,119.250000,119.309998,83.875603,55279400
2005-02-10,119.660004,120.019997,119.260002,119.739998,84.177872,45858600
2005-02-11,119.699997,121.040001,119.459999,120.769997,84.902000,53133000
2005-02-14,120.690002,120.860001,120.480003,120.680000,84.838715,32432100
2005-02-15,120.800003,121.430000,120.680000,121.129997,85.155045,43852700
2005-02-16,120.930000,121.459999,120.669998,121.209999,85.211281,55523000
2005-02-17,121.230003,121.330002,120.220001,120.230003,84.522369,58124000
2005-02-18,120.239998,120.480003,119.900002,120.389999,84.634834,47723300
2005-02-22,119.900002,120.470001,118.580002,118.599998,83.376480,80697600
2005-02-23,118.930000,119.570000,118.620003,119.449997,83.974007,68292600
2005-02-24,119.239998,120.320000,118.980003,120.239998,84.529366,68563600
2005-02-25,120.269997,121.669998,120.180000,121.430000,85.365982,60899900
2005-02-28,121.150002,121.300003,120.040001,120.629997,84.803574,69381300
